1494878170,s1-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1494878170,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1494878170,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1494878170,s1-eth6,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1494878170,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1494878170,s1-eth5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1494878170,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1494878170,s1-eth4,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1494878170,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1494878170,s1-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1494878170,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1494878170,s1-eth2,7400.00,0.00,7400.00,0,148,100.00,0.00,100.00,0,2,0.00,0.00,0,0
1494878170,s1-eth6,369000.00,6593100.00,6962100.00,131862,7380,4300.00,4450.00,8750.00,89,86,0.00,0.00,0,0
1494878170,s1-eth1,14543200.00,877600.00,15420800.00,17552,290864,9800.00,10400.00,20200.00,208,196,0.00,0.00,0,0
1494878170,s1-eth5,272800.00,4160800.00,4433600.00,83216,5456,3300.00,2800.00,6100.00,56,66,0.00,0.00,0,0
1494878170,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1494878170,s1-eth4,228400.00,3937900.00,4166300.00,78758,4568,2700.00,2650.00,5350.00,53,54,0.00,0.00,0,0
1494878170,total,15420800.00,15569400.00,30990200.00,311388,308416,20200.00,20300.00,40500.00,406,404,0.00,0.00,0,0
1494878170,s1-eth3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1494878170,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1494878170,s1-eth2,402909.09,7835272.50,8238181.50,86188,4432,4727.27,5272.73,10000.00,58,52,0.00,0.00,0,0
1494878170,s1-eth6,175636.36,4998363.50,5174000.00,54982,1932,2181.82,3363.64,5545.45,37,24,0.00,0.00,0,0
1494878170,s1-eth1,29179636.00,1535272.62,30714908.00,16888,320976,19636.36,18000.00,37636.36,198,216,0.00,0.00,0,0
