1494837298.021853,47
1494837298.099716,59
1494837298.140758,64
1494837298.181274,71
1494837298.222933,76
1494837298.263642,80
1494837298.303974,85
1494837298.345497,90
1494837298.387446,96
1494837298.430285,99
1494837298.473238,103
1494837298.514345,107
1494837298.554851,112
1494837298.597748,116
1494837298.641383,119
1494837298.683994,122
1494837298.725366,125
1494837298.768067,128
1494837298.810549,133
1494837298.852568,135
1494837298.895472,138
1494837298.938683,142
1494837298.979857,145
1494837299.022649,147
1494837299.064941,150
1494837299.116231,154
1494837299.158428,156
1494837299.201260,159
1494837299.244195,162
1494837299.286750,165
1494837299.328544,166
1494837299.376039,169
1494837299.418784,171
1494837299.464774,174
1494837299.508576,178
1494837299.551539,182
1494837299.595001,182
1494837299.639636,184
1494837299.683103,186
1494837299.728110,189
1494837299.772748,190
1494837299.816594,192
1494837299.859602,196
1494837299.901894,198
1494837299.949683,191
1494837299.993619,194
1494837300.037253,203
1494837300.082873,200
1494837300.129317,202
1494837300.174398,199
1494837300.220642,197
1494837300.267628,196
1494837300.329821,202
1494837300.379688,204
1494837300.429453,192
1494837300.483190,179
1494837300.529829,190
1494837300.575956,187
1494837300.621462,184
1494837300.666071,186
1494837300.707855,186
1494837300.749434,184
1494837300.791811,182
1494837300.833460,197
1494837300.874146,187
1494837300.916382,190
1494837300.959356,179
1494837301.001138,183
1494837301.053616,193
1494837301.129272,190
1494837301.200401,179
1494837301.256485,190
1494837301.317196,187
1494837301.376692,194
1494837301.427648,182
1494837301.480469,180
1494837301.526079,194
1494837301.591176,187
1494837301.652268,183
1494837301.707790,192
1494837301.760111,184
1494837301.807643,174
1494837301.861989,184
1494837301.914682,186
1494837301.963481,176
1494837302.010794,187
1494837302.060379,185
1494837302.107282,186
1494837302.151768,200
1494837302.196109,189
1494837302.237089,167
1494837302.277548,212
1494837302.317402,182
1494837302.360824,186
1494837302.401527,205
1494837302.442798,193
1494837302.484161,189
1494837302.523975,197
1494837302.565398,189
1494837302.605029,197
1494837302.643511,184
1494837302.685709,185
1494837302.726752,182
1494837302.767583,196
1494837302.808797,178
1494837302.849359,183
1494837302.890068,182
1494837302.932891,193
1494837302.977662,205
1494837303.021876,182
1494837303.071694,192
1494837303.111702,178
1494837303.152372,186
1494837303.194195,188
1494837303.234652,184
1494837303.276099,185
1494837303.318055,185
1494837303.360232,182
1494837303.402433,188
1494837303.443631,189
1494837303.485481,201
1494837303.526814,196
1494837303.568282,191
1494837303.609297,195
1494837303.648050,188
1494837303.689183,188
1494837303.731297,179
1494837303.772531,192
1494837303.813345,196
1494837303.852674,180
1494837303.891699,191
1494837303.930605,189
1494837303.976258,188
1494837304.017335,192
1494837304.060987,179
1494837304.101255,198
1494837304.143595,171
1494837304.184525,197
1494837304.224186,182
