1494837195.421868,0
1494837196.745338,74
1494837197.032729,103
1494837197.216747,103
1494837197.420538,105
1494837197.628725,104
1494837197.868206,103
1494837198.093684,105
1494837198.310188,106
1494837198.527255,108
1494837198.742909,108
1494837198.971532,108
1494837199.196806,109
1494837199.404535,108
1494837199.631781,110
1494837199.849054,113
1494837200.086162,113
1494837200.303486,110
1494837200.517717,101
1494837200.737600,111
1494837200.976354,114
1494837201.319908,98
1494837201.505015,114
1494837201.696058,114
1494837201.924981,99
1494837202.166485,115
1494837202.391818,110
1494837202.621443,117
1494837202.860359,103
1494837203.087743,117
1494837203.301877,117
1494837203.507796,118
1494837203.722782,119
1494837203.927039,120
1494837204.133390,118
1494837204.333940,112
1494837204.542903,121
1494837204.780374,110
1494837205.010162,107
1494837205.239263,123
1494837205.478857,122
1494837205.717413,112
1494837205.946105,125
1494837206.172168,125
1494837206.390722,125
1494837206.617810,115
1494837206.857647,125
1494837207.074211,126
1494837207.300952,113
1494837207.528359,126
1494837207.733786,127
1494837207.949378,127
1494837208.166406,129
1494837208.392253,129
1494837208.608692,130
1494837208.825209,129
1494837209.040663,130
1494837209.245504,130
1494837209.462910,132
1494837209.691456,123
1494837209.918966,132
1494837210.146420,132
1494837210.363753,133
1494837210.603735,134
1494837210.943491,133
1494837211.117552,134
1494837211.334933,134
1494837211.671012,136
1494837211.863130,136
1494837212.122842,136
1494837212.318946,135
1494837212.536227,130
1494837212.763852,137
1494837212.989651,139
1494837213.205843,138
1494837213.411339,138
1494837213.641032,139
1494837213.880833,140
1494837214.106277,140
1494837214.323440,140
1494837214.540262,124
1494837214.892278,142
1494837215.068175,143
1494837215.295336,143
1494837215.514320,141
1494837215.752524,143
1494837215.980046,143
1494837216.198774,145
1494837216.474109,144
1494837216.824773,145
