1494837268.371357,53
1494837268.724457,51
1494837269.024870,67
1494837269.332544,68
1494837269.687290,70
1494837270.061079,75
1494837270.394131,75
1494837270.705271,76
1494837271.018451,80
1494837271.329679,82
1494837271.640904,77
1494837271.955469,86
1494837272.268174,88
1494837272.592588,90
1494837272.917407,92
1494837273.248888,93
1494837273.537235,94
1494837273.724275,97
1494837273.952696,77
1494837274.170017,68
1494837274.529291,99
1494837274.870030,99
1494837275.058167,103
1494837275.298256,103
1494837275.527044,103
1494837275.763734,85
1494837275.994086,106
1494837276.334628,105
1494837276.632969,108
1494837276.810998,86
1494837277.038202,84
1494837277.395414,113
1494837277.715568,113
1494837278.018634,115
1494837278.339545,114
1494837278.628697,118
1494837278.943756,119
1494837279.260960,115
1494837279.618090,121
1494837279.948717,122
1494837280.249504,125
1494837280.448390,101
1494837280.795554,127
1494837281.139559,127
1494837281.440204,129
1494837281.763809,130
1494837282.064143,132
1494837282.377830,134
1494837282.700230,134
1494837283.004804,137
1494837283.352304,137
1494837283.674140,138
1494837283.884590,139
1494837284.169605,120
1494837284.506542,141
1494837284.837498,142
1494837285.036399,142
1494837285.376452,139
1494837285.693270,124
1494837286.014316,146
1494837286.332524,146
1494837286.561664,117
1494837287.033164,148
1494837287.337493,151
1494837287.659130,149
1494837287.961344,153
1494837288.406221,82
