1494837421.826330,46
1494837421.985888,68
1494837422.121054,55
1494837422.253744,101
1494837422.366302,90
1494837422.510581,106
1494837422.619039,117
1494837422.711404,147
1494837422.812629,124
1494837422.913809,139
1494837423.005225,141
1494837423.091657,145
1494837423.178721,159
1494837423.283034,157
1494837423.416087,174
1494837423.530646,147
1494837423.676283,191
1494837423.783866,190
1494837423.899036,191
1494837424.015129,188
1494837424.130529,186
1494837424.242302,198
1494837424.365387,188
1494837424.464349,189
1494837424.611706,165
1494837424.735333,173
1494837424.864168,183
1494837425.001694,176
1494837425.108092,175
1494837425.226990,172
1494837425.330798,179
1494837425.422773,200
1494837425.524463,202
1494837425.642200,182
1494837425.740363,177
1494837425.865003,180
1494837426.013382,179
1494837426.151999,153
1494837426.257126,178
1494837426.384071,146
1494837426.488034,174
1494837426.583790,137
1494837426.679492,147
1494837426.772774,149
1494837426.864641,155
1494837426.991855,190
1494837427.129217,185
1494837427.277337,187
1494837427.408369,172
1494837427.516608,161
1494837427.625767,171
1494837427.728022,152
1494837427.837424,159
1494837427.943380,150
1494837428.041349,162
1494837428.174688,172
1494837428.317074,200
1494837428.453300,196
1494837428.584368,187
1494837428.687933,197
1494837428.800870,173
1494837428.913529,168
1494837429.024175,177
1494837429.131850,152
1494837429.254715,126
1494837429.385394,169
1494837429.531372,187
1494837429.684174,193
1494837429.807791,203
1494837429.937792,196
1494837430.047677,193
1494837430.179424,172
1494837430.285677,136
1494837430.405177,168
1494837430.529935,151
1494837430.655718,173
1494837430.764376,152
1494837430.905228,197
1494837431.032491,191
1494837431.132279,179
1494837431.250094,190
1494837431.357926,184
1494837431.474901,174
1494837431.592842,171
1494837431.765450,185
1494837431.936258,200
1494837432.068276,185
1494837432.185727,191
1494837432.308495,183
1494837432.425439,191
1494837432.556696,191
1494837432.672649,186
1494837432.792071,189
1494837432.988164,180
1494837433.113486,161
1494837433.253014,155
1494837433.369063,181
1494837433.455330,159
1494837433.565772,156
1494837433.680247,196
1494837433.791089,195
1494837433.916387,186
1494837434.090453,188
1494837434.204756,199
1494837434.343641,190
1494837434.456238,181
1494837434.556971,174
1494837434.665768,178
1494837434.796472,187
1494837434.902230,164
1494837435.006867,193
1494837435.123185,209
1494837435.270447,179
1494837435.402607,174
1494837435.527998,192
1494837435.654305,184
1494837435.766991,175
1494837435.883468,181
1494837435.984991,177
1494837436.093368,187
1494837436.218699,188
1494837436.308344,180
1494837436.441280,195
1494837436.593722,179
1494837436.713546,176
1494837436.863684,165
1494837436.968536,162
1494837437.066348,189
1494837437.172531,161
1494837437.297588,200
1494837437.414766,188
1494837437.510970,178
1494837437.610141,182
1494837437.744397,182
1494837437.898200,188
1494837438.038432,173
1494837438.149779,173
1494837438.261187,172
1494837438.363626,157
1494837438.453454,154
1494837438.574737,169
1494837438.683089,154
1494837438.792725,183
1494837438.933790,193
1494837440.033098,0
1494837440.632906,16
